র্ক্যে র্খ্যে র্গ্যে র্ঘ্যে র্চ্যে র্ছ্যে র্জ্যে র্ঝ্যে র্ট্যে র্ঠ্যে র্ড্যে র্ঢ্যে র্ণ্যে র্ত্যে র্থ্যে র্দ্যে র্ধ্যে র্ন্যে র্প্যে র্ফ্যে র্ব্যে র্ভ্যে র্ম্যে র্য্যে র্র্যে র্ল্যে র্শ্যে র্ষ্যে র্স্যে র্হ্যে র্ড়্যে র্ঢ়্যে র্য়্যে

র্ক্যো র্খ্যো র্গ্যো র্ঘ্যো র্চ্যো র্ছ্যো র্জ্যো র্ঝ্যো র্ট্যো র্ঠ্যো র্ড্যো র্ঢ্যো র্ণ্যো র্ত্যো র্থ্যো র্দ্যো র্ধ্যো র্ন্যো র্প্যো র্ফ্যো র্ব্যো র্ভ্যো র্ম্যো র্য্যো র্র্যো র্ল্যো র্শ্যো র্ষ্যো র্স্যো র্হ্যো র্ড়্যো র্ঢ়্যো র্য়্যো

ল্ক ল্কা ল্কি ল্কী ল্কু ল্কূ ল্কে ল্কো
ল্ক্য ল্ক্যা ল্ক্যি ল্ক্যী ল্ক্যু ল্ক্যূ ল্ক্যে ল্ক্যো
ল্গ ল্গা ল্গি ল্গী ল্গ ল্গু ল্গূ ল্গে ল্গো
ল্ট ল্টা ল্টি ল্টী ল্টু ল্টূ ল্টে ল্টো
ল্ড ল্ডা ল্ডি ল্ডী ল্ডু ল্ডূ ল্ডে ল্ডো
ল্প ল্পা ল্পি ল্পী ল্পু ল্পূ ল্পে ল্পো
ল্ব ল্বা ল্বি ল্বী ল্বু ল্বূ ল্বে ল্বো
ল্ভ ল্ভা ল্ভু ল্ভি ল্ভী ল্ভূ ল্ভে ল্ভো
ল্ম ল্মা ল্মি ল্মী ল্মু ল্মূ ল্মে ল্মো
ল্য ল্যা ল্যি ল্যী ল্যু ল্যূ ল্যে ল্যো
ল্ল ল্লা ল্লি ল্লী ল্লু ল্লূ ল্লে ল্লো
ল্ফ ল্ফা ল্ফি ল্ফী ল্ফু ল্ফূ ল্ফে ল্ফো
শ্চ শ্চা শ্চি শ্চী শ্চু শ্চূ শ্চে শ্চো
